"Symbol","trade_date","close_price","volume","daily_return_pct","ma_7day","ma_30day"
"META","2025-06-20","681.33","22538600","-2.63","691.29","659.81"
"TSLA","2025-06-20","322.16","108688000","-1.77","322.93","329.86"
"AMZN","2025-06-20","209.69","75350700","-2.32","213.10","207.68"
"GOOGL","2025-06-20","166.38","75659900","-4.20","174.07","168.53"
"META","2025-06-18","694.73","10068300","-0.35","694.07","656.95"
"GOOGL","2025-06-18","173.05","28707500","-1.53","175.78","168.02"
"AMZN","2025-06-18","212.52","44360500","-1.19","214.23","206.98"
"MSFT","2025-06-18","478.56","17526500","0.47","474.73","458.73"
"TSLA","2025-06-18","322.05","95137700","1.49","323.50","328.32"
"AAPL","2025-06-18","196.17","45394700","0.33","197.83","201.83"
"NVDA","2025-06-18","145.46","161494100","1.02","143.99","135.74"
"META","2025-06-17","696.19","10066100","-0.68","693.75","653.32"
"NVDA","2025-06-17","144.10","139108000","-0.26","143.58","134.68"
"TSLA","2025-06-17","316.35","88282700","-2.99","321.57","326.77"
"AMZN","2025-06-17","214.82","32086300","-0.18","214.86","206.06"
"MSFT","2025-06-17","476.36","15414100","0.56","473.66","457.14"
"AAPL","2025-06-17","195.23","38856200","-0.79","198.53","201.88"
"GOOGL","2025-06-17","175.68","24973000","0.14","176.18","167.68"
"AAPL","2025-06-16","198.00","43020700","0.57","199.71","201.98"
"GOOGL","2025-06-16","176.50","27389200","1.17","175.82","167.28"
"AMZN","2025-06-16","216.10","33284200","1.79","214.69","205.11"
"TSLA","2025-06-16","329.13","83925900","-0.65","318.54","325.56"
"META","2025-06-16","701.07","13720300","0.40","693.75","650.05"
"NVDA","2025-06-16","144.67","183133700","0.93","143.23","133.67"
"MSFT","2025-06-16","477.46","15626100","0.83","472.57","455.72"
"MSFT","2025-06-13","473.29","16814500","-0.30","470.94","454.24"
"AAPL","2025-06-13","196.04","51447300","-1.64","200.02","202.20"
"NVDA","2025-06-13","141.95","180820600","-0.36","142.56","132.66"
"GOOGL","2025-06-13","174.40","27663100","1.29","174.57","166.85"
"META","2025-06-13","681.33","9274400","-0.74","691.18","646.54"
"TSLA","2025-06-13","325.31","128964300","3.61","312.19","324.17"
"AMZN","2025-06-13","212.10","29337800","1.02","213.52","204.24"
"META","2025-06-12","691.80","7322700","0.01","691.90","642.86"
"TSLA","2025-06-12","319.11","105127500","-1.23","313.16","322.67"
"AMZN","2025-06-12","213.24","27640000","0.69","212.82","203.51"
"AAPL","2025-06-12","198.78","43904600","0.06","200.93","202.76"
"MSFT","2025-06-12","477.19","18950600","0.81","469.36","452.57"
"NVDA","2025-06-12","144.98","162365000","2.13","142.55","131.65"
"GOOGL","2025-06-12","175.43","20941900","-0.27","173.60","166.40"
"NVDA","2025-06-11","142.81","167694000","-1.23","142.01","130.45"
"MSFT","2025-06-11","470.96","16399200","0.55","467.10","449.77"
"AAPL","2025-06-11","198.36","60989900","-2.32","201.51","203.19"
"META","2025-06-11","692.57","9582500","-1.36","688.12","638.05"
"TSLA","2025-06-11","326.43","122611400","-2.38","316.75","321.44"
"GOOGL","2025-06-11","177.08","31646800","-1.35","172.21","165.83"
"AMZN","2025-06-11","213.20","39326000","-1.94","211.74","202.55"
"NVDA","2025-06-10","143.93","155881900","0.89","141.23","129.32"
"GOOGL","2025-06-10","178.32","61766100","1.36","170.99","165.25"
"MSFT","2025-06-10","469.27","15375900","-0.06","465.58","447.13"
"TSLA","2025-06-10","326.09","151256500","3.54","319.07","320.30"
"AAPL","2025-06-10","202.24","54672600","1.03","201.93","203.59"
"AMZN","2025-06-10","217.61","31303300","0.38","210.81","201.69"
"META","2025-06-10","700.82","10850100","0.15","684.81","633.41"
"AMZN","2025-06-09","216.98","38102500","1.04","209.01","200.70"
"META","2025-06-09","692.49","12773200","-0.63","676.98","628.33"
"AAPL","2025-06-09","201.03","72862600","-1.44","201.67","203.83"
"NVDA","2025-06-09","142.60","185114500","-0.39","139.97","128.15"
"GOOGL","2025-06-09","175.82","28935900","0.89","169.99","164.65"
"MSFT","2025-06-09","471.09","16469900","0.65","464.08","444.46"
"TSLA","2025-06-09","308.58","140908900","7.91","321.98","318.96"
"AMZN","2025-06-06","213.57","39832500","0.55","207.40","199.76"
"GOOGL","2025-06-06","173.20","35731800","1.67","169.35","164.17"
"NVDA","2025-06-06","141.69","153986200","-0.55","139.48","127.09"
"META","2025-06-06","696.14","11728000","0.22","670.00","623.45"
"AAPL","2025-06-06","203.49","46607700","0.45","201.45","204.08"
"MSFT","2025-06-06","468.73","15285600","0.06","462.08","441.75"
"TSLA","2025-06-06","295.14","164747700","-1.23","329.11","318.17"
"MSFT","2025-06-05","466.04","20131700","0.58","460.22","438.97"
"META","2025-06-05","683.08","13083100","-1.02","662.28","617.98"
"NVDA","2025-06-05","139.96","231397900","-1.53","138.49","125.92"
"GOOGL","2025-06-05","167.75","36379100","-1.25","169.17","163.69"
"AAPL","2025-06-05","200.21","55126100","-1.41","200.95","204.22"
"AMZN","2025-06-05","207.91","51864200","-0.78","206.13","198.86"
"TSLA","2025-06-05","284.70","287499800","-11.72","337.93","316.98"
"META","2025-06-04","686.40","14031900","2.78","656.25","612.51"
"TSLA","2025-06-04","332.05","98912100","-3.78","349.10","315.85"
"AAPL","2025-06-04","202.39","43604000","-0.04","200.89","204.35"
"GOOGL","2025-06-04","167.59","26900800","0.79","169.83","163.26"
"MSFT","2025-06-04","462.24","14162700","-0.03","459.23","435.84"
"AMZN","2025-06-04","207.23","29915600","0.33","205.86","197.95"
"NVDA","2025-06-04","141.89","167120800","-0.19","137.85","124.68"
"AMZN","2025-06-03","205.71","33139100","-0.68","204.97","196.82"
"NVDA","2025-06-03","141.19","225578800","1.76","136.34","123.24"
"GOOGL","2025-06-03","165.72","45084900","-0.78","169.89","162.71"
"AAPL","2025-06-03","202.84","46381600","0.95","199.82","204.24"
"META","2025-06-03","665.35","11585000","-0.69","647.57","606.27"
"TSLA","2025-06-03","344.27","99324500","-0.67","350.14","312.71"
"MSFT","2025-06-03","461.35","15743800","0.33","457.28","432.60"
"TSLA","2025-06-02","342.69","81873800","-0.24","349.68","308.82"
"META","2025-06-02","669.39","15766300","4.11","643.26","600.21"
"NVDA","2025-06-02","137.36","197663100","1.39","135.14","121.76"
"GOOGL","2025-06-02","168.56","38612300","0.71","170.56","162.10"
"AMZN","2025-06-02","206.65","29113300","0.81","204.60","195.54"
"MSFT","2025-06-02","460.35","16626500","1.06","456.12","429.13"
"AAPL","2025-06-02","201.28","35423300","0.71","199.55","203.89"
"META","2025-05-30","646.03","16241000","0.78","638.21","594.57"
"GOOGL","2025-05-30","171.27","52639900","0.23","170.50","161.50"
"TSLA","2025-05-30","346.46","123474900","-2.55","348.53","305.44"
"AAPL","2025-05-30","200.43","70819900","0.74","199.60","203.73"
"AMZN","2025-05-30","205.01","51679400","0.08","203.81","194.40"
"MSFT","2025-05-30","458.75","34770500","0.14","454.79","425.98"
"NVDA","2025-05-30","135.11","333170900","-2.59","134.34","120.57"
"AMZN","2025-05-29","205.70","34650000","-1.12","203.67","193.38"
"META","2025-05-29","643.59","8858800","-1.01","636.73","589.75"
"NVDA","2025-05-29","139.16","369241900","-2.15","134.24","119.55"
"MSFT","2025-05-29","457.07","13974800","-0.62","454.47","423.01"
"AAPL","2025-05-29","199.53","51396800","-1.78","200.46","203.50"
"TSLA","2025-05-29","358.43","88087800","-1.88","348.15","301.95"
"GOOGL","2025-05-29","171.39","29317300","-1.23","169.39","160.89"
"META","2025-05-28","642.13","9042900","0.15","636.07","585.64"
"GOOGL","2025-05-28","171.89","34784000","-0.46","168.63","160.37"
"NVDA","2025-05-28","134.79","304021100","-0.90","133.72","118.65"
"MSFT","2025-05-28","455.76","17086300","-0.84","454.50","420.56"
"TSLA","2025-05-28","356.90","91404300","-2.18","345.81","298.47"
"AMZN","2025-05-28","204.72","28549800","-0.58","203.74","192.51"
"AAPL","2025-05-28","200.00","45339700","-0.08","201.72","203.56"
"NVDA","2025-05-27","135.48","192953600","1.01","133.80","117.84"
"MSFT","2025-05-27","459.07","20974300","0.92","454.06","418.23"
"AAPL","2025-05-27","199.79","56288500","0.96","203.26","203.62"
"META","2025-05-27","640.87","9508400","1.09","635.61","581.91"
"GOOGL","2025-05-27","172.42","37995700","1.61","167.75","159.93"
"AMZN","2025-05-27","206.02","34892000","1.44","203.86","191.76"
"TSLA","2025-05-27","362.89","120146400","4.47","344.83","294.98"
"GOOGL","2025-05-23","168.01","35211400","-0.35","166.48","159.41"
"AAPL","2025-05-23","194.86","78432900","0.83","204.87","203.55"
"AMZN","2025-05-23","200.99","33393500","1.05","203.74","191.05"
"META","2025-05-23","625.65","8454100","0.49","635.83","578.62"
"NVDA","2025-05-23","131.27","198821300","0.99","133.71","117.03"
"MSFT","2025-05-23","448.60","16883500","0.04","452.98","415.80"
"TSLA","2025-05-23","339.34","84654800","0.42","341.96","291.30"
"GOOGL","2025-05-22","170.40","74864400","-0.57","166.04","158.89"
"MSFT","2025-05-22","453.27","18025600","-0.02","453.26","413.49"
"META","2025-05-22","635.13","8228400","0.40","640.43","575.94"
"AAPL","2025-05-22","200.94","46742400","0.32","207.30","203.38"
"NVDA","2025-05-22","132.81","187344000","0.45","134.29","116.23"
"AMZN","2025-05-22","203.10","38938900","0.85","205.07","190.39"
"TSLA","2025-05-22","341.04","97113400","2.75","343.15","288.40"
"MSFT","2025-05-21","450.98","19216900","-0.44","452.33","411.33"
"TSLA","2025-05-21","334.62","102354800","-2.85","342.15","286.10"
"NVDA","2025-05-21","131.78","270608700","-0.95","133.87","115.62"
"AAPL","2025-05-21","201.67","59211800","-1.50","208.95","203.28"
"META","2025-05-21","634.07","11464600","0.59","643.21","574.25"
"GOOGL","2025-05-21","168.10","73416000","2.98","164.42","158.48"
"AMZN","2025-05-21","201.12","42460900","-0.24","206.25","189.99"
"AMZN","2025-05-20","204.07","29470400","-0.27","207.32","188.98"
"AAPL","2025-05-20","206.43","42496600","-0.39","210.19","202.29"
"MSFT","2025-05-20","456.56","15441800","0.57","451.74","408.05"
"TSLA","2025-05-20","343.82","131715500","-1.16","339.83","282.35"
"NVDA","2025-05-20","134.36","161514200","0.07","132.62","114.43"
"GOOGL","2025-05-20","163.53","46607700","-1.47","162.98","157.69"
"META","2025-05-20","635.66","6743500","0.17","643.77","570.09"
"TSLA","2025-05-19","342.09","88869900","1.72","333.33","278.66"
"GOOGL","2025-05-19","166.08","30426100","1.23","161.38","157.12"
"MSFT","2025-05-19","457.26","21336500","1.77","448.86","404.70"
"META","2025-05-19","638.98","9592400","1.94","637.41","566.07"
"AMZN","2025-05-19","206.16","34314800","2.24","205.75","188.02"
"AAPL","2025-05-19","208.34","46140500","0.42","208.96","201.44"
"NVDA","2025-05-19","135.55","193154600","2.40","130.08","113.21"
"AAPL","2025-05-16","210.82","54737900","-0.52","207.32","200.75"
"TSLA","2025-05-16","349.98","95895700","1.08","325.14","275.24"
"META","2025-05-16","638.90","18519000","0.37","631.36","561.56"
"AMZN","2025-05-16","205.59","43318500","-0.61","203.74","186.84"
"GOOGL","2025-05-16","165.73","42846900","-0.92","159.64","156.42"
"MSFT","2025-05-16","452.68","23849800","0.49","445.80","401.39"
"NVDA","2025-05-16","135.38","226542500","-0.60","127.48","111.83"
"AMZN","2025-05-15","205.17","64347300","-0.62","201.33","185.94"
"AAPL","2025-05-15","211.01","45029500","0.24","205.14","200.47"
"MSFT","2025-05-15","451.54","21992300","0.52","442.70","398.67"
"META","2025-05-15","642.43","14341800","-1.59","625.16","557.94"
"TSLA","2025-05-15","342.82","97882600","0.73","314.61","272.48"
"GOOGL","2025-05-15","163.51","33146700","-1.13","157.53","155.91"
"NVDA","2025-05-15","134.81","226632600","0.40","124.86","110.71"
"NVDA","2025-05-14","135.32","281180800","1.61","121.82","109.90"
"MSFT","2025-05-14","450.52","19902800","1.07","439.77","396.29"
"AAPL","2025-05-14","211.88","49325800","-0.05","203.26","200.88"
"GOOGL","2025-05-14","164.91","48755900","3.38","157.42","155.68"
"TSLA","2025-05-14","347.68","136997300","1.51","304.97","270.48"
"META","2025-05-14","657.87","12348200","-0.28","617.09","555.95"
"AMZN","2025-05-14","210.25","38492100","-0.57","198.45","185.63"
"AAPL","2025-05-13","212.48","51909300","1.19","201.30","201.23"
"TSLA","2025-05-13","334.07","136992600","4.40","295.34","267.84"
"GOOGL","2025-05-13","159.09","42382100","0.47","157.26","155.40"
"AMZN","2025-05-13","211.37","56193700","0.14","195.03","185.03"
"NVDA","2025-05-13","129.91","330430100","3.96","118.75","109.06"
"MSFT","2025-05-13","446.75","23618800","0.30","437.39","393.94"
"META","2025-05-13","654.55","18570800","1.63","608.53","553.51"
"NVDA","2025-05-12","122.98","225023300","0.84","116.54","108.34"
"META","2025-05-12","637.99","21965100","1.35","600.12","550.86"
"AAPL","2025-05-12","210.35","63775800","-0.09","200.18","201.52"
"AMZN","2025-05-12","208.64","75205000","-0.98","191.98","184.33"
"TSLA","2025-05-12","318.38","112826700","-1.12","288.64","265.34"
"GOOGL","2025-05-12","158.02","44138800","0.62","157.90","155.24"
"MSFT","2025-05-12","446.86","22821900","0.74","435.42","391.50"
"TSLA","2025-05-09","298.26","132387800","2.77","283.23","263.52"
"AMZN","2025-05-09","193.06","29663100","-0.17","189.34","183.80"
"META","2025-05-09","591.15","10427300","-1.86","590.54","548.77"
"GOOGL","2025-05-09","152.33","32435300","-0.92","158.30","155.10"
"NVDA","2025-05-09","116.63","132972200","-0.60","114.92","107.90"
"MSFT","2025-05-09","436.39","15324200","-0.29","432.03","389.16"
"AAPL","2025-05-09","197.85","36453900","-0.24","200.50","201.75"
"GOOGL","2025-05-08","153.86","57498700","-0.46","159.17","155.42"
"AAPL","2025-05-08","196.82","50478900","-0.12","202.49","202.59"
"MSFT","2025-05-08","435.83","23491300","0.05","425.85","387.57"
"NVDA","2025-05-08","117.35","198428100","-0.74","113.81","107.72"
"META","2025-05-08","596.66","14622800","-1.37","584.34","549.11"
"AMZN","2025-05-08","192.08","41043600","0.34","188.11","184.07"
"TSLA","2025-05-08","284.82","97539400","1.86","280.93","262.68"
"GOOGL","2025-05-07","150.96","127490100","-7.74","160.00","155.77"
"AAPL","2025-05-07","195.58","68536700","-1.47","204.45","203.39"
"META","2025-05-07","595.46","13139100","1.09","578.13","549.54"
"TSLA","2025-05-07","276.22","71592600","-0.24","281.96","262.25"
"AMZN","2025-05-07","188.71","43948600","1.70","187.44","184.37"
"MSFT","2025-05-07","431.04","23295300","-0.11","419.58","385.97"
"NVDA","2025-05-07","117.04","206758800","3.55","112.62","107.60"
"MSFT","2025-05-06","431.00","15104200","0.26","413.58","384.70"
"AMZN","2025-05-06","185.01","29314100","0.24","187.29","184.94"
"TSLA","2025-05-06","275.35","76715800","0.82","283.34","262.65"
"GOOGL","2025-05-06","162.78","21277200","0.65","161.32","156.41"
"AAPL","2025-05-06","197.83","51216500","0.15","206.42","204.30"
"META","2025-05-06","585.98","10600700","-0.88","571.42","550.52"
"NVDA","2025-05-06","113.52","158525600","1.85","111.43","107.73"
"META","2025-05-05","597.92","13887700","1.36","565.71","551.57"
"AAPL","2025-05-05","198.21","69018500","-2.07","207.96","205.04"
"GOOGL","2025-05-05","163.76","21341800","0.74","161.14","156.56"
"AMZN","2025-05-05","186.35","35217500","-0.09","187.86","185.55"
"MSFT","2025-05-05","433.84","20136100","0.76","407.69","383.37"
"NVDA","2025-05-05","113.80","133163200","0.81","111.07","107.99"
"TSLA","2025-05-05","280.26","94618900","-1.51","284.72","262.75"
"TSLA","2025-05-02","287.21","114454700","0.81","281.75","261.70"
"AMZN","2025-05-02","189.98","77903500","-0.76","187.89","185.88"
"GOOGL","2025-05-02","163.58","25715000","0.38","160.43","156.55"
"AAPL","2025-05-02","204.65","101010600","-0.36","209.31","205.69"
"MSFT","2025-05-02","432.96","30757400","0.82","400.75","381.88"
"NVDA","2025-05-02","114.48","190194800","0.28","110.01","108.12"
"META","2025-05-02","595.67","24739300","2.32","556.29","551.47"
"META","2025-05-01","570.92","31159000","-3.36","545.35","551.10"
"AAPL","2025-05-01","212.59","57365700","2.03","209.20","205.98"
"MSFT","2025-05-01","423.13","58938100","-1.32","392.10","380.27"
"GOOGL","2025-05-01","160.86","30203200","0.53","159.20","156.51"
"TSLA","2025-05-01","280.52","99659000","0.18","276.54","260.00"
"NVDA","2025-05-01","111.59","236121500","-1.30","108.33","108.25"
"AMZN","2025-05-01","190.20","74266000","-0.23","186.55","186.04"
"META","2025-04-30","547.76","29244000","1.97","535.10","551.50"
"TSLA","2025-04-30","282.16","128961100","0.81","270.46","258.51"
"AMZN","2025-04-30","184.42","55176500","1.24","184.12","186.22"
"MSFT","2025-04-30","393.15","36461100","1.27","383.77","379.03"
"AAPL","2025-04-30","211.78","52286500","1.53","207.27","206.04"
"NVDA","2025-04-30","108.90","235044600","4.26","106.51","108.45"
"GOOGL","2025-04-30","158.36","34981100","0.52","157.80","156.60"
"MSFT","2025-04-29","391.94","14974000","0.70","378.64","378.64"
"NVDA","2025-04-29","109.00","170444300","1.25","104.79","108.67"
"META","2025-04-29","553.19","11835000","1.55","525.93","552.61"
"AAPL","2025-04-29","210.49","36827600","1.21","204.51","206.05"
"GOOGL","2025-04-29","159.72","26809000","-0.10","156.21","156.66"
"TSLA","2025-04-29","292.03","108906600","2.29","262.65","256.62"
"AMZN","2025-04-29","187.39","41667300","1.85","181.67","186.50"
"MSFT","2025-04-28","389.07","16579400","-0.20","374.91","378.46"
"GOOGL","2025-04-28","160.17","29745800","-1.12","154.93","156.80"
"META","2025-04-28","548.50","15179000","-1.06","518.38","554.29"
"AAPL","2025-04-28","209.42","38743100","0.07","202.49","206.14"
"TSLA","2025-04-28","285.88","151731800","-1.07","255.42","254.82"
"NVDA","2025-04-28","108.71","207708500","-0.88","103.72","109.02"
"AMZN","2025-04-28","187.70","33224700","-1.27","179.56","186.78"
"TSLA","2025-04-25","284.95","167560700","8.89","249.08","253.62"
"AMZN","2025-04-25","188.99","36414300","0.73","177.65","187.12"
"GOOGL","2025-04-25","161.51","56034000","-1.88","153.89","156.96"
"META","2025-04-25","546.04","17098900","0.09","511.62","556.21"
"AAPL","2025-04-25","208.57","38222300","1.41","200.23","206.25"
"MSFT","2025-04-25","389.76","18973200","1.25","372.13","378.37"
"NVDA","2025-04-25","110.99","251064700","3.89","103.11","109.45"
"MSFT","2025-04-24","385.23","22232300","3.09","371.26","377.94"
"NVDA","2025-04-24","106.41","220815000","2.85","103.28","109.60"
"GOOGL","2025-04-24","158.84","45894000","2.00","153.09","156.99"
"META","2025-04-24","531.95","13910000","2.78","507.95","557.64"
"AMZN","2025-04-24","186.54","43763200","3.11","176.31","187.28"
"TSLA","2025-04-24","259.51","94464200","3.60","244.68","252.14"
"AAPL","2025-04-24","207.66","47311000","1.70","199.21","206.27"
"NVDA","2025-04-23","102.69","247526000","-1.73","103.89","109.91"
"META","2025-04-23","519.10","18173900","-1.56","507.71","560.49"
"AMZN","2025-04-23","180.60","63470100","-1.55","175.68","187.70"
"TSLA","2025-04-23","250.74","150381900","-1.62","243.66","251.76"
"MSFT","2025-04-23","372.39","20545500","-0.44","371.33","377.81"
"AAPL","2025-04-23","203.90","52929200","-0.68","198.38","206.55"
"GOOGL","2025-04-23","154.92","31128800","-0.17","153.06","157.25"
"GOOGL","2025-04-22","151.05","26971800","1.73","153.31","157.54"
"AAPL","2025-04-22","199.06","52976400","1.85","197.46","207.09"
"MSFT","2025-04-22","364.86","19485000","0.95","373.33","378.01"
"META","2025-04-22","499.15","17399400","1.71","511.03","563.31"
"NVDA","2025-04-22","98.87","241004800","0.11","105.07","110.11"
"TSLA","2025-04-22","237.97","120858500","3.04","243.88","251.09"
"AMZN","2025-04-22","173.18","56607200","1.96","176.29","188.23"
"AMZN","2025-04-21","167.32","48126100","-1.34","177.44","188.94"
"TSLA","2025-04-21","227.50","97768000","-1.20","245.94","250.56"
"MSFT","2025-04-21","357.21","20807300","-1.02","375.40","378.45"
"AAPL","2025-04-21","192.50","46742500","-0.06","196.13","208.01"
"GOOGL","2025-04-21","147.26","26049100","-0.81","153.50","158.01"
"META","2025-04-21","483.57","16166000","-1.36","517.59","566.55"
"NVDA","2025-04-21","96.89","288501100","-1.88","106.31","110.38"
"META","2025-04-17","500.35","14593500","-0.75","532.00","571.22"
"MSFT","2025-04-17","365.82","21120200","-1.60","379.85","379.58"
"TSLA","2025-04-17","241.37","83404800","-0.86","252.33","251.74"
"AMZN","2025-04-17","172.61","44726500","-1.93","180.83","190.01"
"GOOGL","2025-04-17","150.74","33046600","-2.03","155.08","158.88"
"AAPL","2025-04-17","196.31","52164700","-0.11","196.94","209.54"
"NVDA","2025-04-17","101.47","292517500","-2.83","108.80","110.91"
"AAPL","2025-04-16","193.61","59732400","-2.06","193.45","210.81"
"NVDA","2025-04-16","104.47","397016900","-0.06","108.06","111.21"
"META","2025-04-16","501.18","18735100","-1.22","533.28","575.40"
"GOOGL","2025-04-16","152.91","28187400","0.15","154.16","159.58"
"MSFT","2025-04-16","369.63","21967800","-2.38","377.97","380.55"
"TSLA","2025-04-16","241.55","112378700","-2.45","249.54","252.47"
"AMZN","2025-04-16","174.33","51875300","-1.11","180.56","190.94"
"MSFT","2025-04-15","383.67","17199900","-0.72","376.02","381.52"
"AMZN","2025-04-15","179.59","43642000","-1.00","180.69","192.08"
"NVDA","2025-04-15","112.18","228966900","1.11","107.08","111.64"
"TSLA","2025-04-15","254.11","79594300","1.68","248.36","253.72"
"META","2025-04-15","520.34","15558700","-1.99","535.27","580.51"
"AAPL","2025-04-15","201.45","51343900","0.14","191.62","212.19"
"GOOGL","2025-04-15","155.88","27551500","-1.77","153.22","160.22"
"TSLA","2025-04-14","252.35","100135200","-2.33","246.26","254.32"
"MSFT","2025-04-14","385.74","19251200","-1.38","372.34","381.62"
"NVDA","2025-04-14","110.69","264705000","-2.98","104.52","111.76"
"AAPL","2025-04-14","201.83","101352900","-4.22","189.66","213.31"
"META","2025-04-14","530.28","14130900","-4.44","532.87","584.43"
"AMZN","2025-04-14","182.12","48002500","-2.53","179.46","192.88"
"GOOGL","2025-04-14","158.63","30333000","-0.58","151.69","160.70"
"AMZN","2025-04-11","184.87","50594300","2.75","178.93","193.65"
"META","2025-04-11","542.34","17642300","1.51","532.89","588.52"
"TSLA","2025-04-11","252.31","128948100","0.19","248.40","255.40"
"AAPL","2025-04-11","197.47","87435900","6.48","189.76","214.49"
"GOOGL","2025-04-11","156.71","33636200","2.77","150.50","160.96"
"MSFT","2025-04-11","386.38","23839200","2.05","370.25","381.64"
"NVDA","2025-04-11","110.91","313417300","2.24","103.25","111.87"
"META","2025-04-10","545.06","28173500","-5.07","538.65","592.65"
"AAPL","2025-04-10","189.77","121880000","0.71","193.43","215.94"
"TSLA","2025-04-10","252.40","181722600","-2.92","252.75","256.75"
"MSFT","2025-04-10","379.32","38024400","-0.19","369.36","381.92"
"GOOGL","2025-04-10","152.40","48022000","-2.38","150.49","161.39"
"NVDA","2025-04-10","107.55","437812400","-1.65","103.18","112.34"
"AMZN","2025-04-10","181.22","68302000","-2.28","180.52","194.56"
"MSFT","2025-04-09","388.41","50199700","10.45","369.47","382.30"
"META","2025-04-09","584.45","39216600","15.02","544.31","596.35"
"AAPL","2025-04-09","198.17","184395900","15.64","198.09","217.50"
"GOOGL","2025-04-09","158.27","70406200","9.89","151.10","161.91"
"AMZN","2025-04-09","191.10","116804300","11.03","182.09","195.48"
"NVDA","2025-04-09","114.31","612918300","15.61","103.54","112.76"
"TSLA","2025-04-09","272.20","219433400","21.14","255.04","257.74"
"TSLA","2025-04-08","221.86","171603500","-9.44","253.18","258.36"
"META","2025-04-08","509.30","28034200","-6.04","542.96","599.26"
"NVDA","2025-04-08","96.28","476243400","-7.23","102.69","113.32"
"MSFT","2025-04-08","352.67","35868900","-3.72","367.33","382.60"
"AMZN","2025-04-08","170.66","87710400","-7.87","181.97","196.25"
"AAPL","2025-04-08","171.83","120859500","-7.65","201.41","218.88"
"GOOGL","2025-04-08","144.30","52200200","-4.31","150.52","162.37"
"AAPL","2025-04-07","180.84","160466300","2.40","207.88","221.36"
"GOOGL","2025-04-07","146.35","76794100","3.67","151.89","163.38"
"META","2025-04-07","515.09","36606100","6.42","552.41","604.13"
"AMZN","2025-04-07","175.26","109327100","8.19","185.12","197.66"
"NVDA","2025-04-07","97.62","611041300","11.64","104.60","114.33"
"TSLA","2025-04-07","233.29","183453800","4.25","259.13","261.06"
"MSFT","2025-04-07","355.95","50425000","1.99","370.77","384.04"
"NVDA","2025-04-04","94.29","532273800","-4.65","106.57","115.42"
"GOOGL","2025-04-04","145.20","62259500","-1.63","154.09","164.45"
"META","2025-04-04","503.59","38589800","-0.37","564.72","609.16"
"TSLA","2025-04-04","239.43","181229400","-6.25","264.82","264.30"
"AAPL","2025-04-04","187.74","125910900","-2.84","213.92","223.54"
"AMZN","2025-04-04","171.00","123159400","2.30","188.85","198.91"
"MSFT","2025-04-04","357.92","49209900","-1.18","375.42","385.57"
"AMZN","2025-04-03","178.41","95553600","-2.51","193.15","200.42"
"NVDA","2025-04-03","101.78","338769400","-1.65","109.35","116.76"
"META","2025-04-03","530.42","34777500","-2.67","579.86","615.09"
"GOOGL","2025-04-03","150.30","46883400","-0.26","156.87","165.58"
"MSFT","2025-04-03","371.12","30198000","-0.45","379.70","387.17"
"AAPL","2025-04-03","202.50","103419000","-1.14","218.64","225.44"
"TSLA","2025-04-03","267.28","136174300","0.75","269.49","267.58"
"AAPL","2025-04-02","223.13","35905900","1.16","221.56","226.85"
"MSFT","2025-04-02","380.10","16092600","1.10","382.84","388.60"
"NVDA","2025-04-02","110.40","220601200","2.92","112.05","118.03"
"AMZN","2025-04-02","196.01","53679200","4.45","197.05","201.91"
"TSLA","2025-04-02","282.76","212787800","11.06","272.47","270.48"
"GOOGL","2025-04-02","156.61","25041700","1.22","159.69","166.70"
"META","2025-04-02","582.61","13470800","1.57","593.36","620.49"
"GOOGL","2025-04-01","156.64","30672900","2.25","161.21","167.63"
"MSFT","2025-04-01","380.15","19689500","2.01","384.39","389.65"
"NVDA","2025-04-01","110.13","222614000","1.50","113.62","118.99"
"TSLA","2025-04-01","268.46","146486900","1.77","271.84","273.08"
"AMZN","2025-04-01","192.17","41267300","2.29","198.09","202.93"
"AAPL","2025-04-01","222.43","36412700","1.54","221.11","227.55"
"META","2025-04-01","584.68","12836600","2.66","598.34","624.46"
"MSFT","2025-03-31","373.39","35184700","0.77","385.68","390.54"
"AAPL","2025-03-31","221.37","65299300","2.36","220.41","228.26"
"NVDA","2025-03-31","108.36","299212700","3.09","114.70","119.97"
"TSLA","2025-03-31","259.16","134008900","3.95","269.02","275.93"
"AMZN","2025-03-31","190.26","63547600","1.10","198.66","204.08"
"GOOGL","2025-03-31","154.21","54603500","1.00","162.19","168.51"
"META","2025-03-31","575.06","21124700","2.28","599.80","628.77"
"MSFT","2025-03-28","376.78","21632000","-2.39","387.31","391.60"
"TSLA","2025-03-28","263.55","123809400","-4.37","265.75","279.15"
"GOOGL","2025-03-28","153.90","48669300","-3.84","163.36","169.52"
"META","2025-03-28","575.44","17602800","-3.93","601.17","634.08"
"AAPL","2025-03-28","217.16","39818600","-1.70","219.27","229.01"
"NVDA","2025-03-28","109.65","229872500","-1.63","116.15","120.98"
"AMZN","2025-03-28","192.72","52548200","-2.87","199.33","205.36"
"NVDA","2025-03-27","111.41","236902100","0.07","117.27","121.84"
"MSFT","2025-03-27","388.50","13766800","0.12","388.59","392.63"
"AAPL","2025-03-27","223.09","37094800","1.11","218.89","229.79"
"META","2025-03-27","601.22","10436500","0.10","602.21","639.11"
"GOOGL","2025-03-27","161.79","24508300","-1.45","164.72","170.57"
