"Symbol","trade_date","close_price","volume","daily_return_pct","ma_7day","ma_30day"
"GOOGL","2023-10-04","134.23","26752300","1.85","131.03","132.92"
"AAPL","2023-10-04","171.81","53020300","1.50","170.18","175.96"
"MSFT","2023-10-04","313.64","20720100","1.57","310.23","319.69"
"AMZN","2023-10-04","127.00","44203900","0.75","126.61","134.39"
"META","2023-10-04","303.46","16880500","2.29","299.93","297.30"
"TSLA","2023-10-04","261.16","129721600","5.25","248.64","253.84"
"GOOGL","2023-10-03","131.44","22989400","-1.13","130.44","132.71"
"MSFT","2023-10-03","308.16","21033500","-2.32","310.03","319.81"
"NVDA","2023-10-03","43.49","470850000","-2.88","43.04","45.13"
"META","2023-10-03","298.85","17362300","-1.09","299.26","296.71"
"TSLA","2023-10-03","246.53","101985300","-0.84","246.62","252.91"
"AMZN","2023-10-03","124.72","51565000","-2.61","127.22","134.63"
"AAPL","2023-10-03","170.56","49594600","0.08","170.52","176.08"
"GOOGL","2023-10-02","133.16","22288000","2.26","130.13","132.58"
"AAPL","2023-10-02","171.90","52164500","1.48","170.86","176.20"
"NVDA","2023-10-02","44.75","433298000","1.71","42.77","45.25"
"AMZN","2023-10-02","129.46","48029700","1.71","127.84","134.96"
"MSFT","2023-10-02","316.43","20570000","1.75","310.54","320.09"
"META","2023-10-02","304.69","16265600","1.35","299.00","296.34"
"TSLA","2023-10-02","251.60","123810400","2.77","246.38","252.40"
"MSFT","2023-09-29","310.48","24147300","-0.63","310.22","319.91"
"AMZN","2023-09-29","127.12","62411700","-0.84","127.83","135.09"
"META","2023-09-29","298.13","25373700","-2.33","297.42","295.56"
"NVDA","2023-09-29","43.47","397830000","-0.75","42.23","45.20"
"TSLA","2023-09-29","250.22","128522700","0.09","246.97","251.19"
"AAPL","2023-09-29","169.39","51861100","-0.47","170.89","176.22"
"GOOGL","2023-09-29","129.88","30859800","-1.82","129.60","132.35"
"AMZN","2023-09-28","125.98","54555000","1.56","128.99","135.32"
"AAPL","2023-09-28","168.87","56294400","0.80","171.49","176.31"
"MSFT","2023-09-28","308.41","19683600","0.85","310.93","319.95"
"META","2023-09-28","301.85","22167100","1.68","297.35","295.06"
"GOOGL","2023-09-28","131.32","22513100","1.90","130.01","132.32"
"TSLA","2023-09-28","246.38","117058900","2.65","248.74","250.16"
"NVDA","2023-09-28","43.06","424663000","1.48","42.05","45.19"
"GOOGL","2023-09-27","129.56","22746500","1.53","130.82","132.20"
"TSLA","2023-09-27","240.50","136597200","-1.54","251.61","249.47"
"AMZN","2023-09-27","125.98","66553400","0.17","130.66","135.62"
"META","2023-09-27","295.67","36429800","-0.90","297.50","294.74"
"AAPL","2023-09-27","168.61","66921800","-1.27","172.68","176.51"
"MSFT","2023-09-27","307.57","19410100","0.16","313.04","320.17"
"NVDA","2023-09-27","42.44","444935000","0.33","42.11","45.21"
"TSLA","2023-09-26","244.12","101993600","0.47","255.15","249.22"
"NVDA","2023-09-26","41.88","402282000","-0.21","42.33","45.26"
"AAPL","2023-09-26","170.13","64588900","-1.64","173.74","176.74"
"GOOGL","2023-09-26","127.61","25718700","-0.92","131.91","132.18"
"AMZN","2023-09-26","125.98","73048200","-3.18","132.66","136.01"
"MSFT","2023-09-26","306.93","26297600","-0.95","315.32","320.45"
"META","2023-09-26","296.89","19417200","0.44","298.19","294.88"
"TSLA","2023-09-25","246.99","104636600","1.48","259.48","249.07"
"META","2023-09-25","298.74","18987000","1.76","298.38","295.12"
"GOOGL","2023-09-25","130.13","20094600","0.99","133.16","132.27"
"AAPL","2023-09-25","174.20","46172700","1.08","174.17","176.99"
"AMZN","2023-09-25","131.27","46017800","1.48","134.72","136.50"
"NVDA","2023-09-25","42.19","419091000","1.52","42.61","45.32"
"MSFT","2023-09-25","312.24","17836000","0.30","317.86","320.81"
"MSFT","2023-09-22","311.72","21447900","-1.34","320.83","320.91"
"AMZN","2023-09-22","129.12","59904300","-1.52","136.64","136.74"
"TSLA","2023-09-22","244.88","127524100","-4.86","263.63","248.93"
"META","2023-09-22","297.01","25369600","-0.07","299.92","295.15"
"AAPL","2023-09-22","172.93","56725400","0.07","174.12","177.04"
"GOOGL","2023-09-22","129.27","26397300","-0.39","134.15","132.22"
"NVDA","2023-09-22","41.58","479236000","0.09","43.09","45.27"
"TSLA","2023-09-21","255.70","119951500","-0.83","267.40","248.94"
"META","2023-09-21","293.68","21319600","0.01","300.77","295.37"
"NVDA","2023-09-21","40.99","450736000","-1.36","43.64","45.30"
"MSFT","2023-09-21","314.20","35560400","0.08","323.51","321.08"
"GOOGL","2023-09-21","129.46","31503900","-0.76","135.07","132.20"
"AAPL","2023-09-21","172.08","63149100","-0.36","174.04","177.14"
"AMZN","2023-09-21","129.33","70343300","-1.98","138.88","137.05"
"MSFT","2023-09-20","315.42","21436500","-2.65","325.23","321.14"
"GOOGL","2023-09-20","132.74","29927500","-3.14","135.76","132.18"
"AAPL","2023-09-20","173.62","58436200","-2.10","174.38","177.27"
"NVDA","2023-09-20","42.21","367108000","-3.12","44.19","45.35"
"TSLA","2023-09-20","262.59","122514600","-1.67","269.08","248.49"
"AMZN","2023-09-20","135.29","46263700","-2.35","140.58","137.33"
"META","2023-09-20","297.59","19379500","-1.76","301.61","295.68"
"META","2023-09-19","302.95","15924400","0.86","302.73","296.11"
"GOOGL","2023-09-19","137.00","20353700","0.45","136.21","132.10"
"AAPL","2023-09-19","177.16","51826900","0.87","174.92","177.41"
"MSFT","2023-09-19","323.17","16505900","0.76","327.64","321.29"
"NVDA","2023-09-19","43.49","373064000","-0.71","44.61","45.43"
"TSLA","2023-09-19","266.50","103704000","0.81","270.65","248.06"
"AMZN","2023-09-19","137.63","61482500","-0.77","141.70","137.49"
"AMZN","2023-09-18","139.98","42823500","-0.36","141.79","137.64"
"AAPL","2023-09-18","176.07","67257600","0.84","174.80","177.39"
"META","2023-09-18","300.45","14234200","1.46","301.71","296.49"
"MSFT","2023-09-18","323.57","16834200","0.38","328.43","321.32"
"NVDA","2023-09-18","43.94","500271000","2.85","44.91","45.49"
"GOOGL","2023-09-18","137.17","21861300","1.17","135.98","131.88"
"TSLA","2023-09-18","265.28","101543300","-2.17","268.08","247.56"
"AAPL","2023-09-15","173.14","109259500","-0.83","174.74","177.51"
"META","2023-09-15","298.23","28131100","-3.63","301.16","296.76"
"TSLA","2023-09-15","274.39","133692300","-1.14","266.11","247.18"
"NVDA","2023-09-15","43.87","506831000","-3.18","45.23","45.52"
"GOOGL","2023-09-15","136.37","38919600","-0.42","135.56","131.55"
"MSFT","2023-09-15","324.71","37679800","-1.99","328.55","321.25"
"AMZN","2023-09-15","140.39","102909300","-1.61","141.48","137.63"
"TSLA","2023-09-14","276.04","107709800","1.74","262.90","246.68"
"GOOGL","2023-09-14","137.06","24751000","0.36","135.15","131.25"
"MSFT","2023-09-14","333.05","20267000","-0.13","328.92","321.12"
"AAPL","2023-09-14","173.87","60895800","1.00","175.86","178.04"
"META","2023-09-14","309.56","19343100","1.62","301.00","297.19"
"AMZN","2023-09-14","144.72","64033600","-0.25","140.76","137.25"
"NVDA","2023-09-14","45.55","370097000","-0.80","45.68","45.54"
"META","2023-09-13","302.94","13210900","0.89","299.36","297.28"
"TSLA","2023-09-13","271.30","111673700","0.46","260.11","245.95"
"AMZN","2023-09-13","144.85","60465200","2.77","139.70","136.70"
"NVDA","2023-09-13","45.46","398355000","1.98","46.11","45.49"
"GOOGL","2023-09-13","135.68","20749500","1.20","134.82","130.93"
"MSFT","2023-09-13","330.45","16544400","1.43","328.20","320.73"
"AAPL","2023-09-13","172.35","84267900","-1.30","177.83","178.59"
"MSFT","2023-09-12","326.23","17565500","-1.21","327.16","320.71"
"AAPL","2023-09-12","174.42","90370200","-1.78","179.99","179.28"
"META","2023-09-12","299.57","13480400","-1.52","298.13","297.86"
"AMZN","2023-09-12","141.23","42668500","-0.77","138.74","136.26"
"GOOGL","2023-09-12","134.33","18405500","-0.68","134.67","130.76"
"TSLA","2023-09-12","267.48","135999900","-1.21","256.35","245.60"
"NVDA","2023-09-12","44.84","349256000","0.30","46.54","45.53"
"GOOGL","2023-09-11","135.89","20763400","0.28","134.78","130.67"
"AMZN","2023-09-11","143.10","56764500","3.14","138.28","136.01"
"MSFT","2023-09-11","332.30","16583300","0.21","326.60","320.82"
"TSLA","2023-09-11","273.58","174667900","3.52","255.01","245.60"
"NVDA","2023-09-11","45.15","473966000","-2.10","47.18","45.59"
"META","2023-09-11","305.43","19489300","2.04","297.31","298.42"
"AAPL","2023-09-11","177.45","58953100","-0.39","181.62","179.94"
"AAPL","2023-09-08","176.28","65551300","-0.10","182.79","180.47"
"META","2023-09-08","295.82","17548000","-0.44","295.54","299.01"
"MSFT","2023-09-08","328.69","19530100","1.27","325.31","320.81"
"TSLA","2023-09-08","248.50","118367700","-1.08","252.63","245.36"
"AMZN","2023-09-08","138.23","38348200","1.00","137.13","135.64"
"GOOGL","2023-09-08","135.36","23558300","1.09","134.64","130.53"
"NVDA","2023-09-08","45.54","473069000","-0.81","47.76","45.64"
"NVDA","2023-09-07","46.21","433330000","1.57","48.22","45.65"
"GOOGL","2023-09-07","134.25","18844300","1.25","134.38","130.30"
"AMZN","2023-09-07","137.85","48498900","2.95","136.66","135.31"
"TSLA","2023-09-07","251.49","115312900","2.62","253.87","245.61"
"MSFT","2023-09-07","324.40","18381000","-0.42","324.49","320.68"
"META","2023-09-07","296.60","33748700","0.22","295.56","299.47"
"AAPL","2023-09-07","175.67","112488800","1.36","183.63","180.96"
"MSFT","2023-09-06","327.33","17535800","-0.15","323.62","320.91"
"NVDA","2023-09-06","47.03","468670000","-2.85","48.30","45.63"
"AAPL","2023-09-06","180.96","81755800","-2.91","184.00","181.51"
"TSLA","2023-09-06","251.92","116959800","-1.26","252.06","246.03"
"GOOGL","2023-09-06","133.45","18684500","-1.15","133.78","130.10"
"AMZN","2023-09-06","135.36","41785500","-0.70","135.98","134.99"
"META","2023-09-06","297.09","15418100","-0.84","294.36","299.47"
"AAPL","2023-09-05","187.68","45280000","0.75","183.40","181.86"
"NVDA","2023-09-05","48.51","382653000","0.67","48.15","45.58"
"GOOGL","2023-09-05","134.75","19403100","0.24","133.13","129.70"
"AMZN","2023-09-05","137.27","40636700","-0.33","135.68","134.78"
"TSLA","2023-09-05","256.49","129469600","4.69","250.15","246.48"
"MSFT","2023-09-05","327.98","18553900","1.38","322.22","321.48"
"META","2023-09-05","298.07","14956000","1.05","292.42","299.31"
"NVDA","2023-09-01","48.47","463830000","-2.52","47.95","45.45"
"AAPL","2023-09-01","187.44","45766500","-0.02","181.51","181.95"
"AMZN","2023-09-01","138.12","40991500","-0.96","134.91","134.50"
"MSFT","2023-09-01","323.18","14942000","-0.80","320.32","321.83"
"META","2023-09-01","294.32","12842300","-1.00","290.52","299.03"
"TSLA","2023-09-01","245.01","132541600","-4.76","246.37","246.90"
"GOOGL","2023-09-01","134.64","21543700","-1.31","132.28","129.22"
"TSLA","2023-08-31","258.08","108861700","0.82","245.21","247.40"
"META","2023-08-31","293.84","17229900","0.03","290.22","298.96"
"AMZN","2023-08-31","138.01","58781300","2.18","134.54","134.23"
"AAPL","2023-08-31","185.87","60794500","0.02","180.34","182.02"
"MSFT","2023-08-31","322.29","26411000","-0.44","320.08","322.30"
"NVDA","2023-08-31","49.32","528570000","-0.05","47.76","45.31"
"GOOGL","2023-08-31","135.15","30053800","0.12","131.81","128.71"
"MSFT","2023-08-30","323.30","15222100","0.04","319.34","322.91"
"TSLA","2023-08-30","256.90","121988400","1.06","241.65","247.56"
"AAPL","2023-08-30","185.65","60813900","1.47","178.83","182.19"
"META","2023-08-30","293.05","17717000","-0.70","289.04","299.18"
"NVDA","2023-08-30","49.23","735206000","0.45","47.23","45.18"
"AMZN","2023-08-30","135.07","36137000","0.10","134.00","133.96"
"GOOGL","2023-08-30","134.86","28315800","0.82","130.81","128.15"
"MSFT","2023-08-29","322.93","19284600","2.03","318.37","323.74"
"AAPL","2023-08-29","182.16","53003900","2.46","177.16","182.42"
"TSLA","2023-08-29","257.18","134047600","7.80","237.99","248.70"
"GOOGL","2023-08-29","133.56","43075600","1.76","129.74","127.69"
"AMZN","2023-08-29","134.91","38646100","1.15","133.94","133.97"
"NVDA","2023-08-29","48.75","701397000","4.54","46.90","45.11"
"META","2023-08-29","295.92","20844500","3.26","288.31","299.87"
"TSLA","2023-08-28","238.82","107673700","-1.55","232.04","249.91"
"MSFT","2023-08-28","318.30","14808500","-0.60","316.69","324.74"
"AAPL","2023-08-28","178.27","43820700","0.06","175.80","182.73"
"AMZN","2023-08-28","133.14","34108400","-0.48","133.70","133.90"
"NVDA","2023-08-28","46.80","685192000","0.76","46.12","45.07"
"META","2023-08-28","288.25","14239300","0.78","286.22","300.34"
"GOOGL","2023-08-28","130.03","20543300","-0.23","128.74","127.33"
"MSFT","2023-08-25","317.59","21684100","0.47","315.73","325.44"
"AAPL","2023-08-25","176.71","51449600","0.69","174.93","183.18"
"GOOGL","2023-08-25","128.91","26762900","0.26","128.58","127.12"
"NVDA","2023-08-25","45.98","925341000","-2.11","45.62","45.05"
"AMZN","2023-08-25","133.26","44147500","0.60","133.82","133.91"
"META","2023-08-25","283.52","23701400","-0.22","285.48","301.01"
"TSLA","2023-08-25","238.59","106612200","3.15","229.24","251.63"
"AAPL","2023-08-24","174.50","54945800","-2.37","174.64","183.57"
"AMZN","2023-08-24","131.84","43646300","-3.34","134.08","133.96"
"GOOGL","2023-08-24","128.81","28500700","-3.11","128.41","126.97"
"NVDA","2023-08-24","47.13","1156044000","-6.08","45.26","45.04"
"META","2023-08-24","284.76","18360900","-3.94","286.73","301.78"
"MSFT","2023-08-24","314.63","23281400","-3.87","315.37","326.14"
"TSLA","2023-08-24","230.04","99777400","-3.61","227.38","253.05"
"NVDA","2023-08-23","47.08","779046000","2.73","44.80","45.00"
"TSLA","2023-08-23","236.86","101077600","3.28","227.80","254.65"
"AAPL","2023-08-23","179.19","52722800","1.46","174.79","184.02"
"AMZN","2023-08-23","135.52","42801000","0.76","134.91","134.04"
"GOOGL","2023-08-23","131.38","27819700","1.68","128.41","126.80"
"META","2023-08-23","292.20","18287000","1.99","288.89","302.67"
"MSFT","2023-08-23","321.54","21166400","0.98","315.54","326.86"
"AAPL","2023-08-22","175.34","42038900","0.10","174.56","184.30"
"MSFT","2023-08-22","317.08","16084600","-0.93","315.03","327.17"
"TSLA","2023-08-22","233.19","130442800","-2.94","228.21","255.82"
"GOOGL","2023-08-22","128.11","22054900","0.44","128.27","126.35"
"NVDA","2023-08-22","45.63","755293000","-5.13","44.32","44.89"
"AMZN","2023-08-22","134.25","32905400","-0.61","135.63","133.88"
"META","2023-08-22","285.60","12980200","-1.69","290.58","303.17"
"GOOGL","2023-08-21","127.41","25248700","0.94","128.33","125.96"
"MSFT","2023-08-21","316.51","24040000","1.24","314.73","327.48"
"AAPL","2023-08-21","173.97","46311900","0.44","174.63","184.65"
"TSLA","2023-08-21","231.28","135702700","4.39","229.57","257.04"
"NVDA","2023-08-21","46.93","692573000","5.56","43.63","44.78"
"META","2023-08-21","287.89","20181500","2.28","292.57","303.52"
"AMZN","2023-08-21","134.68","41442500","0.70","136.23","133.70"
"NVDA","2023-08-18","43.27","583768000","1.56","42.98","44.62"
"TSLA","2023-08-18","215.49","136276600","0.64","231.57","258.32"
"META","2023-08-18","281.29","35347900","1.51","294.82","303.66"
"AAPL","2023-08-18","172.63","61172200","1.27","174.90","185.06"
"MSFT","2023-08-18","311.20","24755000","0.63","314.78","327.78"
"AMZN","2023-08-18","133.22","48497700","1.22","136.78","133.45"
"GOOGL","2023-08-18","126.50","30504800","-0.82","128.52","125.56"
"META","2023-08-17","283.11","23950100","-2.72","297.94","303.90"
"GOOGL","2023-08-17","128.95","33446300","0.09","128.83","125.30"
"TSLA","2023-08-17","219.22","120718400","-3.03","235.39","260.28"
"AAPL","2023-08-17","172.15","66062900","-1.77","175.39","185.59"
"NVDA","2023-08-17","43.31","452395000","-1.42","42.87","44.59"
"MSFT","2023-08-17","311.59","21257200","-1.14","315.49","328.44"
"AMZN","2023-08-17","133.98","48354100","-1.09","137.44","133.34"
"AAPL","2023-08-16","174.69","46964900","-0.32","176.17","186.17"
"GOOGL","2023-08-16","127.73","25216100","0.00","129.04","124.98"
"TSLA","2023-08-16","225.60","112484500","-1.06","239.74","262.19"
"NVDA","2023-08-16","43.45","527451000","-2.32","43.06","44.55"
"MSFT","2023-08-16","315.05","20698900","-0.12","316.69","329.21"
"AMZN","2023-08-16","135.07","41675900","-1.55","138.30","133.15"
"META","2023-08-16","292.25","18547700","-1.97","301.84","304.13"
"META","2023-08-15","299.86","11623600","-1.37","305.00","304.13"
"NVDA","2023-08-15","43.91","676512000","-1.39","43.34","44.51"
"AAPL","2023-08-15","175.56","43622600","-0.80","176.46","186.65"
"AMZN","2023-08-15","137.67","42781500","-1.70","139.32","132.99"
"TSLA","2023-08-15","232.96","88197600","-2.42","243.44","264.09"
"GOOGL","2023-08-15","128.81","19770700","-1.01","129.44","124.75"
"MSFT","2023-08-15","315.82","16966300","-0.35","317.95","329.77"
"META","2023-08-14","304.07","15641900","1.73","306.25","303.60"
"GOOGL","2023-08-14","130.35","24695600","1.50","129.21","124.42"
"AAPL","2023-08-14","177.55","43675600","0.84","177.07","187.13"
"NVDA","2023-08-14","43.72","690286000","8.07","43.44","44.46"
"AMZN","2023-08-14","140.57","47148700","1.64","139.59","132.74"
"TSLA","2023-08-14","239.76","98595300","1.72","246.42","265.65"
"MSFT","2023-08-14","317.96","18836100","0.82","318.78","330.30"
"MSFT","2023-08-11","314.99","24355500","0.23","319.15","330.84"
"AMZN","2023-08-11","138.41","42905800","0.74","137.92","132.40"
"AAPL","2023-08-11","175.89","52036700","0.27","178.69","187.60"
"TSLA","2023-08-11","242.65","99038600","0.36","249.22","266.39"
"NVDA","2023-08-11","40.83","533085000","-2.15","43.55","44.42"
"META","2023-08-11","299.55","14046300","-0.31","307.24","302.97"
"GOOGL","2023-08-11","128.59","19591100","0.70","128.80","124.03"
"AAPL","2023-08-10","175.84","54686900","-0.84","180.74","187.98"
"TSLA","2023-08-10","245.34","109498600","-0.02","250.85","266.88"
"AMZN","2023-08-10","138.56","58928400","-0.37","136.47","132.05"
"MSFT","2023-08-10","316.87","20113700","-0.95","320.06","331.30"
"META","2023-08-10","303.62","14358900","-0.71","309.04","302.30"
"NVDA","2023-08-10","42.36","492705000","0.54","44.04","44.41"
"GOOGL","2023-08-10","128.72","20857800","-1.24","128.63","123.69"
"MSFT","2023-08-09","316.18","22373300","-1.30","321.94","331.72"
"GOOGL","2023-08-09","128.69","24912900","-1.52","128.89","123.37"
"META","2023-08-09","303.09","19955800","-2.45","311.44","301.63"
"NVDA","2023-08-09","42.52","586449000","-3.88","44.62","44.37"
"AAPL","2023-08-09","176.05","60378500","-1.48","183.23","188.35"
"TSLA","2023-08-09","242.19","101596300","-3.46","253.10","267.24"
"AMZN","2023-08-09","137.85","50017300","-1.51","135.48","131.74"
"AMZN","2023-08-08","139.94","51710500","-0.48","134.89","131.45"
"MSFT","2023-08-08","319.93","22327600","-0.28","323.86","332.12"
"TSLA","2023-08-08","249.70","96642200","0.91","256.71","267.51"
"GOOGL","2023-08-08","130.41","23535200","0.60","129.33","123.00"
"AAPL","2023-08-08","177.64","67823000","0.06","185.81","188.68"
"META","2023-08-08","310.47","15183500","-0.56","313.34","301.02"
"NVDA","2023-08-08","44.63","353843000","-0.42","45.22","44.35"
"TSLA","2023-08-07","251.45","111097900","0.00","259.10","267.22"
"NVDA","2023-08-07","45.38","322154000","0.68","45.52","44.21"
"AMZN","2023-08-07","142.22","71213100","0.87","133.78","131.03"
"MSFT","2023-08-07","323.92","17741500","0.53","325.59","332.21"
"GOOGL","2023-08-07","130.54","22746300","1.83","129.50","122.57"
"AAPL","2023-08-07","176.71","97576100","-1.80","188.07","188.86"
"META","2023-08-07","314.36","16236500","1.06","315.17","299.89"
"AAPL","2023-08-04","179.81","115956800","-1.90","190.10","189.12"
"AMZN","2023-08-04","139.57","153128500","-1.06","131.79","130.60"
"TSLA","2023-08-04","253.86","99539900","-2.72","259.71","267.39"
"META","2023-08-04","308.57","17612800","-1.34","314.48","298.97"
"NVDA","2023-08-04","44.65","362666000","-0.68","45.59","44.11"
"MSFT","2023-08-04","321.63","23741500","-1.24","325.67","332.37"
"GOOGL","2023-08-04","127.15","26147200","-0.91","129.19","122.26"
"MSFT","2023-08-03","320.53","18253700","0.20","327.07","332.76"
"META","2023-08-03","311.02","15180200","1.05","312.75","298.12"
"AMZN","2023-08-03","128.91","88585200","1.12","130.16","130.28"
"NVDA","2023-08-03","44.48","324176000","1.63","45.70","44.05"
"AAPL","2023-08-03","188.88","61235200","-0.21","191.86","189.28"
"GOOGL","2023-08-03","127.49","20089500","0.38","129.36","122.10"
"TSLA","2023-08-03","259.32","97569100","2.89","261.20","267.75"
"AAPL","2023-08-02","190.27","50389300","-1.26","192.21","189.04"
"GOOGL","2023-08-02","127.42","26273300","-0.83","128.47","121.84"
"NVDA","2023-08-02","44.24","530142000","-3.41","45.87","44.00"
"MSFT","2023-08-02","321.35","27761300","-1.84","330.48","332.98"
"AMZN","2023-08-02","128.21","51027600","-1.49","130.19","130.15"
"META","2023-08-02","312.13","20461100","-1.16","310.10","297.07"
"TSLA","2023-08-02","254.11","101752900","-0.57","262.06","267.76"
"NVDA","2023-08-01","46.47","237858000","0.10","45.92","43.99"
"TSLA","2023-08-01","261.07","83166000","-1.95","264.19","268.44"
"MSFT","2023-08-01","330.03","18311900","0.34","332.95","333.33"
"GOOGL","2023-08-01","130.56","23166800","0.59","127.50","121.66"
"META","2023-08-01","320.47","22817900","1.63","306.88","296.08"
"AMZN","2023-08-01","131.69","42098500","-1.39","130.27","130.07"
"AAPL","2023-08-01","193.26","35175100","-0.32","192.23","188.80"
"GOOGL","2023-07-31","131.72","28055500","-0.01","125.87","121.40"
"NVDA","2023-07-31","46.70","251055000","-0.05","45.60","43.86"
"TSLA","2023-07-31","267.43","84582200","-0.02","264.04","268.42"
"AAPL","2023-07-31","194.09","38824100","0.20","191.72","188.44"
"MSFT","2023-07-31","329.62","25446000","-0.30","333.99","333.53"
"META","2023-07-31","316.39","25799600","-1.57","302.84","294.70"
"AMZN","2023-07-31","133.68","41901500","0.36","130.03","129.86"
"META","2023-07-28","323.22","39220300","2.71","300.56","293.48"
"NVDA","2023-07-28","46.72","331194000","0.18","45.43","43.73"
"AAPL","2023-07-28","193.48","48291400","0.60","191.25","188.10"
"GOOGL","2023-07-28","131.59","36591200","1.38","123.95","121.14"
"AMZN","2023-07-28","132.21","46317400","1.94","129.50","129.64"
"MSFT","2023-07-28","332.02","28484900","1.41","335.52","333.92"
"TSLA","2023-07-28","266.44","111446000","2.53","263.39","268.03"
"GOOGL","2023-07-27","128.43","44952100","-1.72","122.45","120.85"
"META","2023-07-27","309.55","64229200","-4.12","299.22","291.76"
"NVDA","2023-07-27","45.87","455976000","-1.33","45.48","43.60"
"MSFT","2023-07-27","324.51","39635300","-2.87","337.87","333.89"
"AMZN","2023-07-27","128.25","52610700","-2.10","129.95","129.45"
"TSLA","2023-07-27","255.71","103697300","-4.70","266.94","267.71"
"AAPL","2023-07-27","190.90","47460200","-1.43","191.15","187.71"
"AAPL","2023-07-26","192.17","47471900","0.43","191.22","187.38"
"AMZN","2023-07-26","128.15","53910100","1.30","130.60","129.39"
"GOOGL","2023-07-26","128.30","61682100","-0.62","121.65","120.67"
"NVDA","2023-07-26","45.42","364237000","-1.24","45.70","43.44"
"TSLA","2023-07-26","264.35","95856200","0.42","272.32","267.81"
"META","2023-07-26","296.50","47256900","-0.87","299.27","290.42"
"MSFT","2023-07-26","331.43","58383700","-1.07","341.90","334.01"
"META","2023-07-25","292.43","19585600","-0.24","300.98","289.51"
"AAPL","2023-07-25","191.30","37283200","0.15","191.15","187.03"
"TSLA","2023-07-25","265.28","112757300","-2.61","276.03","267.33"
"GOOGL","2023-07-25","121.29","52509600","0.70","121.00","120.48"
"MSFT","2023-07-25","344.39","41637700","1.11","343.01","333.81"
"NVDA","2023-07-25","45.65","348081000","1.64","45.85","43.24"
"AMZN","2023-07-25","129.13","39236700","-0.14","131.38","129.34"
"GOOGL","2023-07-24","120.62","29686100","-0.11","121.46","120.48"
"MSFT","2023-07-24","338.63","26678100","-0.21","342.21","333.02"
"AAPL","2023-07-24","190.44","45377800","-0.34","190.73","186.61"
"AMZN","2023-07-24","128.80","45591100","-1.16","132.17","129.15"
"META","2023-07-24","289.59","24915700","-1.41","303.02","288.53"
"NVDA","2023-07-24","44.58","382516000","-0.27","45.82","43.01"
"TSLA","2023-07-24","269.06","136508500","5.16","278.33","266.63"
"TSLA","2023-07-21","260.02","161796100","-2.98","279.60","265.49"
"AMZN","2023-07-21","130.00","133307300","-1.02","132.96","129.00"
"AAPL","2023-07-21","189.64","71951700","-1.11","190.42","186.21"
"NVDA","2023-07-21","44.28","963769000","-3.23","46.01","42.81"
"MSFT","2023-07-21","337.32","69405400","-1.54","341.87","332.37"
"META","2023-07-21","292.22","42139300","-3.39","306.11","287.64"
"GOOGL","2023-07-21","119.12","72937900","-0.50","121.88","120.50"
"GOOGL","2023-07-20","118.31","37906800","-1.83","121.73","120.58"
"META","2023-07-20","300.42","23836900","-3.50","308.25","286.62"
"AMZN","2023-07-20","129.96","59820600","-3.07","133.07","128.71"
"TSLA","2023-07-20","262.90","175158300","-5.96","281.31","264.31"
"AAPL","2023-07-20","190.81","59581200","-1.00","190.11","185.75"
"NVDA","2023-07-20","45.49","537865000","-2.12","45.95","42.58"
"MSFT","2023-07-20","340.36","33778400","-1.89","340.95","331.71"
"META","2023-07-19","313.82","21763700","0.95","307.65","285.58"
"AMZN","2023-07-19","135.36","54531000","1.48","132.90","128.60"
"TSLA","2023-07-19","291.26","142355400","-1.61","282.29","262.92"
"NVDA","2023-07-19","47.04","427502000","-0.82","45.51","42.35"
"AAPL","2023-07-19","192.76","80507300","1.04","189.40","185.29"
"MSFT","2023-07-19","348.42","39732900","-1.84","338.93","331.27"
"GOOGL","2023-07-19","121.11","37224000","-2.06","121.44","120.85"
"GOOGL","2023-07-18","122.83","26193600","-0.67","120.65","120.98"
"AMZN","2023-07-18","132.83","54882900","0.09","131.73","128.26"
"AAPL","2023-07-18","191.41","48288200","0.20","188.48","184.78"
"TSLA","2023-07-18","293.34","112120300","1.10","279.20","260.47"
"META","2023-07-18","309.89","20731900","0.38","304.54","284.11"
"MSFT","2023-07-18","352.74","64738600","3.95","335.67","330.65"
"NVDA","2023-07-18","47.46","569164000","1.70","44.81","42.09"
"TSLA","2023-07-17","290.38","131569600","1.31","276.50","257.82"
"AAPL","2023-07-17","191.66","50520200","1.09","188.05","184.36"
"NVDA","2023-07-17","46.43","510488000","0.37","44.10","41.81"
"MSFT","2023-07-17","339.24","20363900","0.01","332.55","329.86"
"META","2023-07-17","308.47","25323100","1.00","301.49","282.80"
"AMZN","2023-07-17","133.56","48450200","-0.74","131.29","127.97"
"GOOGL","2023-07-17","123.72","25716200","-1.02","120.04","121.01"
"NVDA","2023-07-14","45.44","772075000","-2.39","43.47","41.59"
"TSLA","2023-07-14","281.38","120062400","1.58","274.52","255.06"
"AMZN","2023-07-14","134.68","54487100","0.46","130.55","127.61"
"MSFT","2023-07-14","338.76","28352700","-0.68","331.92","329.43"
"GOOGL","2023-07-14","124.48","33283100","0.50","119.39","120.98"
"AAPL","2023-07-14","188.40","41616200","0.24","187.74","183.90"
"META","2023-07-14","306.73","23054100","-0.94","298.84","281.54"
"AMZN","2023-07-13","134.30","61170900","0.19","129.93","127.14"
"TSLA","2023-07-13","277.90","112681500","1.21","274.68","252.48"
